"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mki672",6.99051193134847e-98,5.18203031303083,0.962,0.041,1.75664574322856e-93,"29","Mki67"
"Hmgn26",3.3566975629259e-97,3.67649080724275,0.996,0.33,8.43504530587648e-93,"29","Hmgn2"
"Ccp1106",8.6251929689716e-97,4.29915280753338,0.983,0.231,2.16742474117287e-92,"29","Ccp110"
"Insm11",1.335425850952e-96,5.70977313414773,0.932,0.042,3.35579162085728e-92,"29","Insm1"
"Mdk5",4.90353843296988e-96,5.68949138345053,0.936,0.064,1.232210172821e-91,"29","Mdk"
"Hmgb35",2.75819383976043e-95,4.35937423870807,0.964,0.15,6.931065299934e-91,"29","Hmgb3"
"Ube2c2",4.12797838643764e-95,6.55372862028361,0.932,0.024,1.03731968872791e-90,"29","Ube2c"
"Cdca82",5.70225194842883e-95,5.81121724110298,0.943,0.034,1.43291889212068e-90,"29","Cdca8"
"Cks1b2",1.77464813734528e-94,4.73441394140821,0.947,0.074,4.45951330433496e-90,"29","Cks1b"
"Hmgb26",3.66144642009377e-94,3.6619812686429,1,0.654,9.20084870905365e-90,"29","Hmgb2"
"Psip17",3.74840682365046e-94,3.29472902683142,1,0.562,9.41937150715123e-90,"29","Psip1"
"Elavl45",4.60792948298934e-94,4.89084854932278,0.975,0.15,1.15792659978039e-89,"29","Elavl4"
"Ptma5",1.27355331058182e-93,2.74447168273405,1,0.989,3.20031211416106e-89,"29","Ptma"
"Plk43",1.66464506083237e-93,5.3203663722269,0.956,0.067,4.18308657336565e-89,"29","Plk4"
"Hdgf6",1.97641781973201e-93,2.9746014733887,0.994,0.463,4.96654033920457e-89,"29","Hdgf"
"Pclaf2",2.46824884769401e-93,5.29128375817049,0.922,0.029,6.20246252937029e-89,"29","Pclaf"
"Mdm12",4.42537686720917e-93,4.84116646864364,0.943,0.079,1.11205295296099e-88,"29","Mdm1"
"H2afv7",7.87119980414879e-93,3.31955983385848,0.998,0.421,1.97795379878455e-88,"29","H2afv"
"H2afz6",2.02550034916569e-92,2.69837528736323,1,0.881,5.08987982741847e-88,"29","H2afz"
"Ddah210",4.14122577766473e-92,4.4172623972577,0.979,0.133,1.04064862566937e-87,"29","Ddah2"
"Mfng",8.59470578718106e-92,5.41391237724011,0.913,0.036,2.15976361726073e-87,"29","Mfng"
"Ezh23",2.19110729454017e-91,4.26857617738318,0.972,0.143,5.50603352044999e-87,"29","Ezh2"
"Top2a2",7.03914267148648e-90,5.78618159267969,0.905,0.038,1.76886616191784e-85,"29","Top2a"
"Hes65",1.21027683439524e-89,4.97208418115692,0.939,0.114,3.04130465715179e-85,"29","Hes6"
"Elavl23",1.86059734164604e-89,4.63137033136381,0.958,0.1,4.67549505982233e-85,"29","Elavl2"
"Scg2",2.58513631254608e-89,7.02048243772498,0.896,0.015,6.49618903979704e-85,"29","Scg2"
"Racgap13",4.79118443059148e-89,5.0757934868209,0.911,0.073,1.20397673556333e-84,"29","Racgap1"
"Hmgb16",5.76046595175151e-89,1.94846320063498,1,0.932,1.44754748901564e-84,"29","Hmgb1"
"Nasp5",6.18374875480768e-89,3.93886273988422,0.966,0.202,1.55391422459562e-84,"29","Nasp"
"Cenpe2",3.04384116081165e-88,5.97512346840637,0.894,0.029,7.64886845300359e-84,"29","Cenpe"
"Hnrnpa17",1.4610597499882e-87,2.74942182312749,0.996,0.464,3.67149704574534e-83,"29","Hnrnpa1"
"Tubb55",2.47282355471616e-86,3.09339701334888,0.996,0.446,6.21395831064623e-82,"29","Tubb5"
"Hmgn111",2.57719201038686e-86,2.34566942101674,0.996,0.57,6.47622580290114e-82,"29","Hmgn1"
"Prdx24",2.94062176773684e-86,2.54625232625435,0.998,0.649,7.3894884401459e-82,"29","Prdx2"
"Grasp2",5.31359268851882e-85,4.62478527193158,0.898,0.067,1.33525270669789e-80,"29","Grasp"
"Cdca32",4.24755410575796e-84,5.73424961412684,0.843,0.025,1.06736787123592e-79,"29","Cdca3"
"Tpx22",6.3665826792397e-84,5.89266174275019,0.858,0.028,1.59985856146614e-79,"29","Tpx2"
"Dbn12",9.6977357455484e-84,4.72697133890881,0.888,0.072,2.43694401549886e-79,"29","Dbn1"
"Anp32e6",1.55714078746556e-82,2.85904602141325,0.975,0.38,3.9129390848222e-78,"29","Anp32e"
"Lockd2",1.72880987213584e-82,5.5878110947906,0.843,0.026,4.34432632769016e-78,"29","Lockd"
"Nusap12",4.67870740274025e-82,5.78468852079372,0.841,0.021,1.1757123832346e-77,"29","Nusap1"
"Birc52",6.79690861227332e-82,4.91033843040304,0.86,0.027,1.70799516517816e-77,"29","Birc5"
"Jpt110",1.18996689484028e-81,2.88313984001079,0.987,0.309,2.99026781004414e-77,"29","Jpt1"
"Lhx25",1.55236825184528e-81,3.20907186927051,0.97,0.305,3.90094618006199e-77,"29","Lhx2"
"Tubb35",5.42739464815596e-81,2.96667830878379,0.981,0.276,1.36385000113511e-76,"29","Tubb3"
"Hnrnpab5",1.19259898851644e-80,2.51069315356723,0.996,0.519,2.99688199824296e-76,"29","Hnrnpab"
"Fezf14",1.31192728999549e-80,3.82927954299694,0.922,0.135,3.29674208702966e-76,"29","Fezf1"
"Smc44",4.03824682002637e-80,3.8154426408929,0.932,0.175,1.01477104340443e-75,"29","Smc4"
"H2afx3",7.50591726967041e-80,4.37293970614792,0.886,0.128,1.88616195069548e-75,"29","H2afx"
"Impdh26",8.62595589653795e-80,3.6157541871699,0.922,0.173,2.16761645724102e-75,"29","Impdh2"
"Stil",1.37261874154401e-79,6.46764260698805,0.833,0.013,3.44925363562594e-75,"29","Stil"
"Smarcd22",2.05530862290063e-78,3.72403536576193,0.93,0.156,5.16478503848699e-74,"29","Smarcd2"
"Pcbp44",2.06679929838825e-78,4.14532513126215,0.858,0.087,5.19365995691982e-74,"29","Pcbp4"
"Cdk46",1.03573788660463e-77,3.24746200657754,0.945,0.218,2.60270573524878e-73,"29","Cdk4"
"Crabp22",1.41972135851615e-77,5.09345498705739,0.847,0.038,3.56761780181522e-73,"29","Crabp2"
"Prc12",1.86340580406045e-77,4.96759824903913,0.845,0.081,4.6825524450235e-73,"29","Prc1"
"H3f3a9",3.29653224861124e-77,1.49183802452923,1,0.986,8.28385588753518e-73,"29","H3f3a"
"Hmgn58",3.80030572995091e-77,3.27188639259646,0.951,0.241,9.54978826879363e-73,"29","Hmgn5"
"Knl12",1.00047034856053e-76,5.41987217583255,0.814,0.026,2.51408193889777e-72,"29","Knl1"
"Ube2s6",2.5383913765637e-76,2.16983779154754,0.998,0.694,6.37872369016693e-72,"29","Ube2s"
"Hmmr2",3.07759380492177e-76,6.08130654325279,0.811,0.017,7.73368547238792e-72,"29","Hmmr"
"Id18",9.60044637815085e-76,2.80771353595382,0.922,0.183,2.41249617036553e-71,"29","Id1"
"Ccdc347",1.18504837919284e-75,2.69432283354674,0.981,0.353,2.97790807207368e-71,"29","Ccdc34"
"Baz1a9",1.62062847451611e-75,3.64261038906648,0.924,0.168,4.07247729361153e-71,"29","Baz1a"
"Epcam10",5.0923177946873e-75,1.97363167911113,0.998,0.645,1.27964853862697e-70,"29","Epcam"
"Nono2",1.16120536055778e-74,2.35834471984017,0.97,0.371,2.91799295054565e-70,"29","Nono"
"Kdm1a3",1.39149710245456e-74,2.70140616496578,0.97,0.345,3.49669306875806e-70,"29","Kdm1a"
"Gadd45a4",6.38239575707752e-74,3.58777376720338,0.881,0.114,1.60383222979601e-69,"29","Gadd45a"
"Tceal97",1.073760540953e-73,2.39014286467488,0.977,0.417,2.6982528633608e-69,"29","Tceal9"
"Nhlh21",2.20371747972192e-73,5.43324583156328,0.803,0.037,5.53772165479321e-69,"29","Nhlh2"
"Cdk15",2.49025659307984e-73,5.45235505503797,0.763,0.024,6.25776579275034e-69,"29","Cdk1"
"Smc22",3.21948354223503e-73,3.98006041037242,0.86,0.091,8.09024019328242e-69,"29","Smc2"
"Ccna22",2.76818502085053e-72,5.49993208913418,0.752,0.019,6.95617213889529e-68,"29","Ccna2"
"Cks24",3.09817999423839e-72,3.7854932632461,0.877,0.13,7.78541650752164e-68,"29","Cks2"
"Cenpa2",3.74696412527061e-72,4.57428037692677,0.826,0.061,9.41574615039252e-68,"29","Cenpa"
"Basp16",1.36014022404131e-71,2.59534672371138,0.983,0.206,3.41789636899341e-67,"29","Basp1"
"Cbx15",2.11529818454475e-71,2.27273696395057,0.968,0.44,5.31553280794249e-67,"29","Cbx1"
"Spc252",3.38252607173842e-71,6.16264673835794,0.75,0.018,8.49994976567149e-67,"29","Spc25"
"Tox31",5.98529834107201e-71,4.40623645672728,0.811,0.058,1.50404562012798e-66,"29","Tox3"
"Nap1l15",1.18378509546923e-70,1.94772351325862,0.992,0.646,2.97473356640464e-66,"29","Nap1l1"
"Ucp28",2.0566125943741e-70,2.23204676005314,0.987,0.525,5.16806178840268e-66,"29","Ucp2"
"Tmpo8",4.72360496659334e-70,2.52185351625572,0.953,0.362,1.18699469205524e-65,"29","Tmpo"
"Smarcc16",4.76410580798775e-70,2.44253298009683,0.951,0.349,1.19717214848924e-65,"29","Smarcc1"
"Fabp57",1.12626014780091e-69,2.98923164163118,0.947,0.132,2.83017912540892e-65,"29","Fabp5"
"Neurog1",1.17083212015062e-69,8.03607539851295,0.731,0.004,2.9421840347265e-65,"29","Neurog1"
"Spc242",1.57035704720571e-69,4.73844374081407,0.773,0.034,3.94615022392323e-65,"29","Spc24"
"Ndufaf37",4.08359752748833e-69,2.90778922440264,0.913,0.233,1.02616722268254e-64,"29","Ndufaf3"
"Pbk2",1.50050270635782e-68,6.07213998398748,0.718,0.014,3.77061325080657e-64,"29","Pbk"
"Snrpe6",2.17038434366835e-68,2.10947853122373,0.983,0.53,5.45395881720419e-64,"29","Snrpe"
"Selenoh5",3.15984931324562e-68,2.91363135455774,0.892,0.183,7.94038533925492e-64,"29","Selenoh"
"Rcor2",7.33489286942805e-68,6.33557888297772,0.703,0.011,1.84318522915857e-63,"29","Rcor2"
"Nucks16",1.45695562958272e-67,1.78406926992107,0.977,0.599,3.66118380157841e-63,"29","Nucks1"
"Cemip21",2.09886730529191e-67,3.52599998819923,0.852,0.115,5.27424365146805e-63,"29","Cemip2"
"Hist1h1b2",2.78372894600625e-67,5.3010091552566,0.754,0.035,6.9952324684191e-63,"29","Hist1h1b"
"Kif112",5.16620347380008e-67,5.46846808793984,0.748,0.021,1.29821527093122e-62,"29","Kif11"
"Mybl1",2.7107023381299e-66,6.54667499598642,0.693,0.012,6.81172390548662e-62,"29","Mybl1"
"Kif152",3.30120573177191e-66,5.16729782632901,0.706,0.021,8.29559988336962e-62,"29","Kif15"
"Hnrnpa04",9.37723680056093e-66,2.00367731414089,0.987,0.608,2.35640583561296e-61,"29","Hnrnpa0"
"Hnrnpd6",1.73953557623696e-65,2.02280507533879,0.981,0.521,4.37127894952587e-61,"29","Hnrnpd"
"H1f08",2.34190745826719e-65,3.02445001596741,0.903,0.234,5.88497925187963e-61,"29","H1f0"
"Cbx37",3.88977417044384e-65,2.14879637422132,0.983,0.488,9.77461351290831e-61,"29","Cbx3"
"Zfp3863",5.57097606807961e-65,3.19820736572645,0.818,0.143,1.39993057614772e-60,"29","Zfp386"
"Ptms11",8.0463962393305e-65,2.17813361830502,0.992,0.588,2.02197891098136e-60,"29","Ptms"
"Cep152",2.76366865321831e-64,5.16194336863285,0.763,0.033,6.94482295867228e-60,"29","Cep152"
"Tubb2b3",3.36726445104329e-64,2.71490070921529,0.843,0.135,8.46159883902668e-60,"29","Tubb2b"
"Dut7",7.83163678715749e-64,2.87035356474094,0.896,0.266,1.96801200824481e-59,"29","Dut"
"Marcksl16",9.56153865882432e-64,2.57605708651659,0.956,0.209,2.40271904957596e-59,"29","Marcksl1"
"Trim592",1.40984273023446e-63,4.46776139986358,0.729,0.044,3.54279379680618e-59,"29","Trim59"
"Marcks8",5.86653613989903e-63,2.10275577909176,0.994,0.369,1.47420186659523e-58,"29","Marcks"
"Ccnb22",5.88765830134118e-63,5.02838761867667,0.701,0.021,1.47950965454402e-58,"29","Ccnb2"
"Hist1h2ap2",7.51879698395232e-63,4.79646704520027,0.744,0.041,1.88939849409738e-58,"29","Hist1h2ap"
"Bcl11b6",7.88009668005444e-63,3.26519858596428,0.843,0.217,1.98018949473088e-58,"29","Bcl11b"
"Igsf91",1.19836174500523e-62,4.9705271185873,0.739,0.029,3.01136322902363e-58,"29","Igsf9"
"Bcl7a6",1.57561502883725e-62,2.06593602781084,0.953,0.317,3.95936300596514e-58,"29","Bcl7a"
"Gm16735",1.97595822935846e-62,3.05178860723673,0.826,0.143,4.96538543455488e-58,"29","Gm1673"
"Rbbp44",8.91975501834367e-62,2.13906554336625,0.949,0.358,2.24144523855958e-57,"29","Rbbp4"
"Ncapd22",1.25984705171217e-61,4.58105313055733,0.712,0.039,3.16586965624752e-57,"29","Ncapd2"
"Otx25",1.37824150010634e-61,3.09445535428775,0.778,0.083,3.46338306561721e-57,"29","Otx2"
"Kif42",6.18067795618949e-61,5.8475657699946,0.667,0.014,1.55314256361086e-56,"29","Kif4"
"Fnbp1l6",6.32060533867519e-61,2.58306476571095,0.881,0.216,1.58830491555569e-56,"29","Fnbp1l"
"Lmnb14",7.69480725108101e-61,2.63924970608327,0.85,0.152,1.93362811412415e-56,"29","Lmnb1"
"Ckap2l2",1.00503349299844e-60,5.00516226510883,0.708,0.028,2.52554866455578e-56,"29","Ckap2l"
"C530008M17Rik7",1.25559791524737e-60,2.59072771040726,0.816,0.192,3.15519200122512e-56,"29","C530008M17Rik"
"Ccnb12",3.15621557815336e-60,6.00209046076588,0.655,0.014,7.93125412634158e-56,"29","Ccnb1"
"Hist1h2ae2",6.73657456211191e-60,5.01381079202507,0.71,0.038,1.6928338217131e-55,"29","Hist1h2ae"
"Ran5",1.38500139019359e-59,1.84006546596458,0.977,0.543,3.48036999341747e-55,"29","Ran"
"Paip25",5.08789453614549e-59,1.73558791289015,0.962,0.495,1.278537017988e-54,"29","Paip2"
"Snrpf4",1.15073363878184e-58,1.81169830706743,0.983,0.539,2.89167856089488e-54,"29","Snrpf"
"Cep701",3.81690107352578e-58,3.62640259594609,0.72,0.081,9.59149070766292e-54,"29","Cep70"
"Tcf47",4.67588075394781e-58,1.84455803467266,0.97,0.474,1.17500207465954e-53,"29","Tcf4"
"Srsf36",5.83468887547403e-58,1.38293873193434,0.998,0.798,1.46619896751787e-53,"29","Srsf3"
"Nrep3",8.17873257043303e-58,3.39496688873863,0.754,0.08,2.05523370762412e-53,"29","Nrep"
"Rybp3",1.24909352033271e-57,2.89091929433625,0.82,0.18,3.13884710724407e-53,"29","Rybp"
"Qser11",1.60956661633467e-57,3.39558649841338,0.746,0.1,4.04467995018739e-53,"29","Qser1"
"Six17",2.217428313175e-57,2.92523707659494,0.773,0.124,5.57217560817745e-53,"29","Six1"
"Casp35",2.52817967324461e-57,2.27213979832207,0.903,0.233,6.35306270089639e-53,"29","Casp3"
"Ifitm28",2.96118328777675e-57,1.98280644645031,0.987,0.444,7.4411574838542e-53,"29","Ifitm2"
"Cenpj",1.10693691767456e-56,4.1806451922221,0.665,0.041,2.7816217804244e-52,"29","Cenpj"
"Knstrn2",1.51908644219285e-56,5.29066385792391,0.682,0.025,3.81731232058642e-52,"29","Knstrn"
"Selenom8",1.59541428093083e-56,2.30464193477017,0.892,0.316,4.00911654655107e-52,"29","Selenom"
"Top13",4.00360656099247e-56,1.4923398370899,0.996,0.731,1.0060662927118e-51,"29","Top1"
"Odc16",7.07387332123207e-56,2.51558025168989,0.9,0.224,1.77759362689241e-51,"29","Odc1"
"Dmrta23",1.11424097732373e-55,3.7460462771886,0.672,0.067,2.79997615191679e-51,"29","Dmrta2"
"Mtf23",1.18605656120852e-55,2.84891339532113,0.801,0.151,2.98044153266089e-51,"29","Mtf2"
"Hnrnpa2b17",1.49298354860085e-55,1.17910964455606,1,0.958,3.75171835927907e-51,"29","Hnrnpa2b1"
"Hirip34",1.88722526130022e-55,3.23423360434759,0.75,0.124,4.74240835912133e-51,"29","Hirip3"
"Sgo2a2",4.28653292867905e-55,5.67360921668837,0.638,0.016,1.07716285964776e-50,"29","Sgo2a"
"Snrpg8",5.91387675842795e-55,1.53372547936035,0.981,0.641,1.48609809062536e-50,"29","Snrpg"
"Sinhcaf6",8.77504950410036e-55,2.44939904173331,0.831,0.211,2.20508218988538e-50,"29","Sinhcaf"
"Dlgap52",1.01051980027052e-54,5.28522545968421,0.591,0.019,2.53933520609979e-50,"29","Dlgap5"
"St18",2.3275106918451e-54,6.85043897324622,0.619,0.006,5.84880161753755e-50,"29","St18"
"Snrpd14",3.07754190389275e-54,2.09981695060339,0.941,0.39,7.7335550502921e-50,"29","Snrpd1"
"Dpysl51",4.24529638520269e-54,3.27874182326222,0.748,0.087,1.06680052863758e-49,"29","Dpysl5"
"Bmpr1b1",1.4484198011029e-53,4.78879272694865,0.617,0.028,3.63973411819147e-49,"29","Bmpr1b"
"Hnrnpa36",2.44188934531129e-53,1.43694920061315,0.996,0.819,6.13622373583273e-49,"29","Hnrnpa3"
"Incenp2",2.57113983621843e-53,3.99416790725391,0.693,0.051,6.46101729443329e-49,"29","Incenp"
"D030056L22Rik1",4.02314420158916e-53,3.06031311174363,0.727,0.11,1.01097590641734e-48,"29","D030056L22Rik"
"Dpysl33",4.73775908581842e-53,2.69050630855325,0.807,0.124,1.19055148067531e-48,"29","Dpysl3"
"Sp82",7.82785617117195e-53,4.06564999562513,0.667,0.05,1.9670619772538e-48,"29","Sp8"
"Smarca55",1.12702802645437e-52,1.55302914067415,0.987,0.603,2.83210872767718e-48,"29","Smarca5"
"Hist3h2ba1",1.84641713513393e-52,3.11218544919513,0.78,0.117,4.63986161887807e-48,"29","Hist3h2ba"
"Acsl38",3.03265386696665e-52,2.21225634097663,0.801,0.198,7.62075590230051e-48,"29","Acsl3"
"Kif232",3.07611091108291e-52,4.5341323365313,0.653,0.029,7.72995910846024e-48,"29","Kif23"
"Tacc32",5.56701848899281e-52,4.82308960684163,0.653,0.026,1.398936076099e-47,"29","Tacc3"
"Ssbp34",8.86991590480752e-52,2.23178147170218,0.877,0.255,2.22892116771908e-47,"29","Ssbp3"
"Hdac22",1.25250143013822e-51,2.18583468976821,0.843,0.218,3.14741084379434e-47,"29","Hdac2"
"Nhlh11",1.48058955289802e-51,4.25130681959655,0.642,0.025,3.72057348747745e-47,"29","Nhlh1"
"Aurka2",2.0912835590526e-51,5.58068848489666,0.578,0.016,5.25518645554327e-47,"29","Aurka"
"Sass62",2.79906095494927e-51,3.54273769830145,0.644,0.063,7.03376027369203e-47,"29","Sass6"
"Sgo12",3.12764791351779e-51,6.08753338965954,0.595,0.012,7.85946644187886e-47,"29","Sgo1"
"Sumo24",8.92569251249153e-51,1.16306116151375,1,0.851,2.242937271464e-46,"29","Sumo2"
"Hist1h3c2",1.01223234442019e-50,5.38510854977986,0.591,0.018,2.54363865829349e-46,"29","Hist1h3c"
"Bub1b2",1.1022599547976e-50,5.20626599069054,0.595,0.018,2.76986904041089e-46,"29","Bub1b"
"4930452B06Rik",1.13883913157863e-50,3.79414812508538,0.693,0.066,2.86178885374395e-46,"29","4930452B06Rik"
"Rangap16",1.17599997572078e-50,2.45673320301439,0.816,0.191,2.95517033898876e-46,"29","Rangap1"
"Rnps15",1.21545160474574e-50,1.81415759514559,0.85,0.305,3.05430833756556e-46,"29","Rnps1"
"Pbrm16",1.29407523894391e-50,1.5137908678324,0.966,0.489,3.25188166794215e-46,"29","Pbrm1"
"Rrm12",1.67907441608642e-50,3.35669351932248,0.68,0.083,4.21934610018356e-46,"29","Rrm1"
"Bub12",3.36334339435648e-50,6.06227347149,0.583,0.01,8.4517456156784e-46,"29","Bub1"
"Fubp14",4.42570137145372e-50,1.78580354569955,0.947,0.439,1.11213449763261e-45,"29","Fubp1"
"Rfc42",4.81129828172888e-50,3.35584705512351,0.674,0.078,1.20903114521565e-45,"29","Rfc4"
"Cdkn1b11",5.11096049457445e-50,2.3536712711449,0.877,0.223,1.28433326268161e-45,"29","Cdkn1b"
"Cenpw2",8.3495391589411e-50,4.21065968568926,0.623,0.036,2.09815569525031e-45,"29","Cenpw"
"Gng81",1.00517041772703e-49,2.87309400244772,0.653,0.046,2.52589274270624e-45,"29","Gng8"
"Bex25",1.14278624618763e-49,2.16482229669355,0.856,0.233,2.87170755804489e-45,"29","Bex2"
"Id211",1.27710675694099e-49,2.03600370804468,0.862,0.242,3.20924156951702e-45,"29","Id2"
"Arhgef27",1.46297329768124e-49,2.29341100306398,0.78,0.189,3.67630559974319e-45,"29","Arhgef2"
"Smarce12",1.98699779133923e-49,2.12286738321122,0.905,0.31,4.99312674985635e-45,"29","Smarce1"
"Poc1a",2.27369939483025e-49,5.29094493669713,0.572,0.016,5.71357920926895e-45,"29","Poc1a"
"Tead2",2.84696959876508e-49,5.28138503310852,0.583,0.016,7.15414990473676e-45,"29","Tead2"
"Aspm2",3.58263171441755e-49,5.88768907541823,0.602,0.013,9.00279523515986e-45,"29","Aspm"
"Ilf26",6.83885037519583e-49,2.06671808722742,0.869,0.295,1.71853471078296e-44,"29","Ilf2"
"Ube2i7",6.94391359247967e-49,1.75242512371881,0.928,0.366,1.74493604665422e-44,"29","Ube2i"
"Soga35",8.69749640838583e-49,2.14119344163513,0.814,0.203,2.18559387246327e-44,"29","Soga3"
"Ddx39b5",1.44969782379043e-48,2.02300679920582,0.9,0.319,3.64294566140297e-44,"29","Ddx39b"
"Alyref2",1.4720378465412e-48,2.21817444115859,0.833,0.266,3.69908390457339e-44,"29","Alyref"
"Eif4a16",1.50470139749536e-48,1.38619327953804,0.992,0.678,3.78116414176608e-44,"29","Eif4a1"
"Dbf42",1.57876551653151e-48,4.12176788915074,0.669,0.043,3.96727986649203e-44,"29","Dbf4"
"H3f3b5",2.89863776937053e-48,0.953646353562969,1,0.998,7.2839868506512e-44,"29","H3f3b"
"Mis18bp12",6.11761328745077e-48,5.58615813217761,0.578,0.016,1.5372950430035e-43,"29","Mis18bp1"
"Khdrbs15",6.166886520871e-48,1.76471293003283,0.905,0.377,1.54967691382967e-43,"29","Khdrbs1"
"Arhgap11a2",7.65026239151113e-48,4.48268408722963,0.608,0.033,1.92243443636283e-43,"29","Arhgap11a"
"Cdc202",8.15533453270282e-48,5.03243583101826,0.572,0.018,2.04935401472289e-43,"29","Cdc20"
"Nedd413",1.20352701680796e-47,1.66581251661509,0.962,0.403,3.02434304053673e-43,"29","Nedd4"
"Ncapg3",1.8694699360889e-47,5.57762160826011,0.553,0.013,4.6977910023978e-43,"29","Ncapg"
"Pcdh8",3.11173310420139e-47,3.82725293052696,0.585,0.047,7.81947411754768e-43,"29","Pcdh8"
"Ect21",3.87607862402561e-47,5.08456305089927,0.544,0.018,9.74019797431395e-43,"29","Ect2"
"Nsd24",4.31800193474996e-47,2.36059436903832,0.737,0.179,1.08507070618332e-42,"29","Nsd2"
"Nek22",5.06232532474858e-47,5.93844484282417,0.568,0.012,1.27211173085607e-42,"29","Nek2"
"Atp8b44",8.11289230164097e-47,3.31398757110323,0.655,0.071,2.03868870647936e-42,"29","Atp8b4"
"Eed3",1.4368515268487e-46,2.56757470731523,0.735,0.172,3.61066420181809e-42,"29","Eed"
"Kif222",1.83822313213187e-46,5.22245915766244,0.581,0.016,4.61927090873417e-42,"29","Kif22"
"Wdr664",1.85463117614556e-46,2.86330400373655,0.667,0.096,4.66050268253617e-42,"29","Wdr66"
"Ada",1.99243842960332e-46,5.14053293755763,0.523,0.015,5.00679852975018e-42,"29","Ada"
"Sbk11",2.15322832426899e-46,3.21201394313063,0.669,0.073,5.41084745605556e-42,"29","Sbk1"
"Fzd36",2.2391443936411e-46,2.1626007793746,0.837,0.233,5.62674594678072e-42,"29","Fzd3"
"Gdpd13",2.48182112448527e-46,3.58724102965799,0.644,0.058,6.23656830371903e-42,"29","Gdpd1"
"Cenph2",2.83628944979387e-46,5.11887092092952,0.595,0.019,7.127311758387e-42,"29","Cenph"
"Lsm33",7.63406491994723e-46,2.34322284497995,0.75,0.175,1.91836417373354e-41,"29","Lsm3"
"Btbd17",1.30403681276429e-45,8.05747639232813,0.549,0.002,3.27691410679539e-41,"29","Btbd17"
"Cadm16",1.71745261167037e-45,1.98976216223033,0.881,0.302,4.31578666786646e-41,"29","Cadm1"
"Ndc802",1.72234802284674e-45,4.84736712652443,0.568,0.02,4.32808834661157e-41,"29","Ndc80"
"Sult2b1",1.93974146420907e-45,5.06802816098717,0.585,0.023,4.87437632541097e-41,"29","Sult2b1"
"Srsf18",2.05418258595939e-45,1.8544305792104,0.888,0.345,5.16195542025735e-41,"29","Srsf1"
"Tshz14",4.01494312681986e-45,1.57590599280717,0.799,0.224,1.00891505833856e-40,"29","Tshz1"
"Csnk1e4",4.51822607199819e-45,2.06838433495082,0.797,0.221,1.13538502963243e-40,"29","Csnk1e"
"Hnrnpc2",4.82184862004926e-45,1.46401375449706,0.939,0.474,1.21168233973218e-40,"29","Hnrnpc"
"Nt5dc21",4.95301886679549e-45,4.03892000445638,0.544,0.037,1.24464411103704e-40,"29","Nt5dc2"
"Prmt16",6.64794688009534e-45,2.24055238059383,0.841,0.227,1.67056257149916e-40,"29","Prmt1"
"Gadd45gip13",7.53108036095952e-45,2.22513873201093,0.79,0.243,1.89248518390552e-40,"29","Gadd45gip1"
"Elavl35",1.13832135205905e-44,1.69847905272582,0.936,0.337,2.86048772558919e-40,"29","Elavl3"
"Set8",1.79479019553647e-44,1.27363494397437,0.994,0.708,4.51012828236361e-40,"29","Set"
"Lcorl4",1.88601473230509e-44,2.37153038234823,0.839,0.238,4.73936642080947e-40,"29","Lcorl"
"Ptov18",2.27325395774066e-44,1.99039975394483,0.85,0.28,5.7124598704065e-40,"29","Ptov1"
"Bex11",2.85803703377148e-44,4.76746544154693,0.595,0.028,7.18196126216435e-40,"29","Bex1"
"Sfpq3",7.75112442780455e-44,1.48857005841922,0.972,0.617,1.94778005746301e-39,"29","Sfpq"
"Enah12",1.04233933052496e-43,1.78825161493973,0.858,0.305,2.61929450367618e-39,"29","Enah"
"Atad23",1.4297382644555e-43,3.3348921112643,0.602,0.071,3.59278928475023e-39,"29","Atad2"
"Plk12",1.9114668144228e-43,5.84261826800591,0.542,0.012,4.80332495796305e-39,"29","Plk1"
"Rbm311",2.2739801332728e-43,1.10889043191891,0.998,0.829,5.71428467690122e-39,"29","Rbm3"
"Nudt216",3.63065396754125e-43,1.96395679691526,0.847,0.279,9.12347035503442e-39,"29","Nudt21"
"Gse12",3.67159813520381e-43,2.37623190728206,0.676,0.148,9.22635895395365e-39,"29","Gse1"
"Epb414",7.15244607849255e-43,2.25859014032238,0.733,0.16,1.79733817506439e-38,"29","Epb41"
"Cep971",7.25684640207083e-43,3.40641289082295,0.604,0.069,1.82357293237638e-38,"29","Cep97"
