"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rab11fip21",5.89475332615055e-05,0.848234213612532,0.37,0.194,1,"4","Rab11fip2"
"Azin11",5.90312824435649e-05,0.456003041798098,0.459,0.305,1,"4","Azin1"
"Prmt11",5.90794365262492e-05,0.522011233962918,0.349,0.224,1,"4","Prmt1"
"Stub11",5.9860183924241e-05,0.478106657983551,0.523,0.347,1,"4","Stub1"
"Senp71",6.2057349869677e-05,0.50900713036591,0.352,0.217,1,"4","Senp7"
"Med191",6.44759382087628e-05,0.536038447192804,0.378,0.238,1,"4","Med19"
"Med13",6.56094392038173e-05,0.662182323412343,0.457,0.28,1,"4","Med13"
"Atp9a1",6.57728322401732e-05,0.509619544515258,0.291,0.193,1,"4","Atp9a"
"Snx141",6.7395394431526e-05,0.602288372416639,0.275,0.165,1,"4","Snx14"
"Eif3h2",6.79833103088606e-05,0.339616094289325,0.797,0.623,1,"4","Eif3h"
"Kdm5c",6.9512099862491e-05,0.830835843654738,0.305,0.156,1,"4","Kdm5c"
"Pdcd51",6.96228682107055e-05,0.514262251927941,0.686,0.466,1,"4","Pdcd5"
"Ccdc301",6.974146531198e-05,0.299813856883764,0.324,0.202,1,"4","Ccdc30"
"Chmp51",6.97837512338236e-05,0.568390486322569,0.575,0.373,1,"4","Chmp5"
"Hacd11",7.04649693451774e-05,1.13686581946274,0.299,0.136,1,"4","Hacd1"
"Rspry1",7.18153694163789e-05,0.885189665256398,0.306,0.155,1,"4","Rspry1"
"Gm170181",7.19880751138812e-05,0.570524280597914,0.454,0.271,1,"4","Gm17018"
"Srpk1",7.21047512883768e-05,0.792220243362625,0.419,0.229,1,"4","Srpk1"
"Atrx",7.32868142895117e-05,0.260303076808482,0.788,0.647,1,"4","Atrx"
"Ndfip21",7.47295609846075e-05,0.47711644602328,0.49,0.32,1,"4","Ndfip2"
"Zc3h61",7.49767601969423e-05,1.11251452563914,0.452,0.207,1,"4","Zc3h6"
"Aarsd11",7.50587982135235e-05,0.558194232805875,0.393,0.247,1,"4","Aarsd1"
"Prpf40a",7.59614292564458e-05,0.420604220569626,0.633,0.45,1,"4","Prpf40a"
"Zfp6521",7.61829321544839e-05,0.455927128380188,0.471,0.316,1,"4","Zfp652"
"D430042O09Rik1",7.77773620938212e-05,0.50587387389231,0.412,0.253,1,"4","D430042O09Rik"
"Nat91",7.84844423919928e-05,0.511164644709326,0.26,0.162,1,"4","Nat9"
"1110038B12Rik1",7.85981106053746e-05,1.1699593558634,0.275,0.117,1,"4","1110038B12Rik"
"Zkscan31",7.95075649751326e-05,0.669595762338557,0.35,0.205,1,"4","Zkscan3"
"Cops61",8.00763387183876e-05,0.486719372825951,0.485,0.321,1,"4","Cops6"
"Casp8ap21",8.07553459317971e-05,0.669269176689584,0.348,0.197,1,"4","Casp8ap2"
"Ssna1",8.20437934250594e-05,0.67929972306858,0.421,0.243,1,"4","Ssna1"
"Synj2bp1",8.24415438047191e-05,0.430045606195618,0.353,0.235,1,"4","Synj2bp"
"Mia31",8.24740837026119e-05,0.896525403018316,0.602,0.418,1,"4","Mia3"
"Prpf38a",8.32289119603267e-05,0.664592621972337,0.265,0.152,1,"4","Prpf38a"
"Ei241",8.5082824217462e-05,0.39633335681543,0.292,0.2,1,"4","Ei24"
"Osbpl61",8.6200914547046e-05,0.995121228943661,0.295,0.146,1,"4","Osbpl6"
"Psma11",8.7262642104826e-05,0.313308531619351,0.637,0.464,1,"4","Psma1"
"March5",8.72655877283231e-05,0.422767280356774,0.391,0.261,1,"4","March5"
"Polr2b",8.75508989558951e-05,0.73649242790299,0.343,0.189,1,"4","Polr2b"
"Syne21",8.94047923238218e-05,0.640587745683175,0.44,0.266,1,"4","Syne2"
"Uhmk11",9.18970236257059e-05,0.498517247867931,0.264,0.164,1,"4","Uhmk1"
"Pycr21",9.25942544304948e-05,0.360915979047356,0.251,0.175,1,"4","Pycr2"
"Crk",9.27129817085181e-05,0.536567240650086,0.371,0.23,1,"4","Crk"
"Bloc1s2",9.28219260251356e-05,0.673938720843374,0.279,0.155,1,"4","Bloc1s2"
"Rab11b1",9.68420419260418e-05,0.272224632191436,0.522,0.379,1,"4","Rab11b"
"Armc21",9.82853585284231e-05,0.705711705719656,0.264,0.145,1,"4","Armc2"
"Dtx11",9.93864822739057e-05,0.395994142366857,0.255,0.167,1,"4","Dtx1"
"Wsb2",0.000100103622901962,0.971759109459404,0.337,0.16,1,"4","Wsb2"
"Prkar2a1",0.000100168381007645,0.432754519868442,0.298,0.2,1,"4","Prkar2a"
"Fam98c1",0.000100463849670409,0.798674202294959,0.267,0.143,1,"4","Fam98c"
"Emc101",0.000100630027332396,0.397808977009242,0.413,0.287,1,"4","Emc10"
"Appbp2",0.000100853754722642,0.804776153308969,0.314,0.169,1,"4","Appbp2"
"Eif5a1",0.000103289576386654,0.29038880236281,0.876,0.757,1,"4","Eif5a"
"Psmd21",0.000103602599904611,0.533746910866075,0.549,0.356,1,"4","Psmd2"
"Kpna11",0.000106049615784061,0.562352349409252,0.29,0.176,1,"4","Kpna1"
"Dnajb41",0.000106489497706154,0.479353487569556,0.319,0.209,1,"4","Dnajb4"
"Rbm22",0.00010921971388313,0.693948934326939,0.373,0.213,1,"4","Rbm22"
"Cers51",0.000109435856998185,0.610293449812272,0.385,0.239,1,"4","Cers5"
"Map4",0.000110589760909729,0.7284858615034,0.29,0.151,1,"4","Map4"
"Lrrc10b1",0.000114010455561593,0.545138102012567,0.278,0.174,1,"4","Lrrc10b"
"Ankrd17",0.000114133215622913,0.436938792377725,0.46,0.32,1,"4","Ankrd17"
"Rtf2",0.000114448185671128,0.571195593803368,0.486,0.298,1,"4","Rtf2"
"Gm162861",0.000114645953222204,0.382798675679779,0.409,0.279,1,"4","Gm16286"
"Rwdd1",0.000117606053542567,0.31796447781246,0.539,0.388,1,"4","Rwdd1"
"Pard32",0.00011924886214452,0.762281146677572,0.31,0.178,1,"4","Pard3"
"Sptan1",0.00011996364367464,0.552220580091063,0.487,0.302,1,"4","Sptan1"
"Vps531",0.000122343448134664,0.38516463449129,0.271,0.183,1,"4","Vps53"
"Jade11",0.00012315494860899,0.553504572480819,0.299,0.208,1,"4","Jade1"
"Wdr351",0.000124113696035941,0.836271106719818,0.371,0.188,1,"4","Wdr35"
"Tmed71",0.000127431463551246,0.363361540740434,0.344,0.244,1,"4","Tmed7"
"Ctnna11",0.000128575913673015,0.510493063647329,0.55,0.392,1,"4","Ctnna1"
"Zfp260",0.000128839704055983,1.02457588699057,0.317,0.15,1,"4","Zfp260"
"Kpnb1",0.000129128563331125,0.851780503980813,0.362,0.19,1,"4","Kpnb1"
"Huwe11",0.000130805193409785,0.601690396556522,0.583,0.374,1,"4","Huwe1"
"Polr2g1",0.000131367437815157,0.527396344293363,0.516,0.326,1,"4","Polr2g"
"Rnf112",0.000132245333039322,0.645021962162324,0.538,0.347,1,"4","Rnf11"
"Klc21",0.000133187352414313,0.694267103825446,0.293,0.161,1,"4","Klc2"
"Tbl1xr11",0.00013347925115431,0.606377664018416,0.394,0.237,1,"4","Tbl1xr1"
"Slain2",0.000134237997116118,0.955695786151457,0.387,0.191,1,"4","Slain2"
"Bbs91",0.000134482209883746,1.03174423987092,0.253,0.115,1,"4","Bbs9"
"Pcbp4",0.00013828991300349,1.9048858696589,0.274,0.081,1,"4","Pcbp4"
"Kdm6b",0.000140945276179995,0.487934655273639,0.486,0.295,1,"4","Kdm6b"
"Mef2a2",0.000141194824905459,0.38418223122555,0.634,0.455,1,"4","Mef2a"
"Rictor",0.000142434137782346,0.425257839918116,0.282,0.185,1,"4","Rictor"
"Ipmk1",0.000144402941423964,1.01372223900008,0.286,0.135,1,"4","Ipmk"
"Cnot6",0.000144694745663558,0.678465282558106,0.37,0.224,1,"4","Cnot6"
"Nxph31",0.000144718077560949,0.386502084142085,0.341,0.214,1,"4","Nxph3"
"Sdc31",0.000144809695939083,0.310729989654288,0.422,0.274,1,"4","Sdc3"
"Fam13b1",0.000145677626305317,0.810990324348961,0.337,0.181,1,"4","Fam13b"
"Mtrex",0.000146559974476295,0.648776409117744,0.297,0.171,1,"4","Mtrex"
"Unc119",0.000146689152554846,0.808928259097898,0.289,0.135,1,"4","Unc119"
"Asap2",0.000146730135242064,1.05334888907465,0.275,0.116,1,"4","Asap2"
"Rbm6",0.000150707298918068,0.870408480464612,0.43,0.232,1,"4","Rbm6"
"Dync2h11",0.000150782934565701,0.534540359716208,0.393,0.231,1,"4","Dync2h1"
"Nudt141",0.0001516260419099,0.564428785821202,0.291,0.182,1,"4","Nudt14"
"Clstn21",0.000154516286045954,0.339537056213519,0.395,0.238,1,"4","Clstn2"
"Tusc31",0.000155674238413204,0.737287189102374,0.463,0.267,1,"4","Tusc3"
"Ppp1r1a1",0.000157949296088361,0.618607430473814,0.43,0.243,1,"4","Ppp1r1a"
"Krit11",0.000158827484807137,0.71135860968227,0.405,0.229,1,"4","Krit1"
"Cep1621",0.000160071368382703,0.809106314481745,0.274,0.144,1,"4","Cep162"
"Hnrnpm1",0.000161883274972828,0.305439269051786,0.809,0.627,1,"4","Hnrnpm"
"Cnot3",0.000161918555294188,0.796710358531493,0.428,0.235,1,"4","Cnot3"
"Ube2q21",0.00016234352511064,0.442138821525871,0.329,0.224,1,"4","Ube2q2"
"Dnajb111",0.000164048677033428,0.273265483893919,0.459,0.358,1,"4","Dnajb11"
"Tnpo1",0.000165530982064376,0.515610568350609,0.29,0.189,1,"4","Tnpo1"
"Atp2c11",0.00016585064848055,0.869445379927016,0.43,0.227,1,"4","Atp2c1"
"Eml51",0.00016654216463682,0.800486552052236,0.327,0.166,1,"4","Eml5"
"Ubn11",0.000167359694763003,0.730339373364371,0.575,0.338,1,"4","Ubn1"
"Cdkn2d",0.000170269354219718,0.607910917735048,0.339,0.181,1,"4","Cdkn2d"
"Dennd5a",0.000172449568613009,0.823029877894325,0.35,0.185,1,"4","Dennd5a"
"Ppp2r2b1",0.000172632264250705,1.46004247503134,0.257,0.114,1,"4","Ppp2r2b"
"Dleu22",0.00017418026116678,0.512254166535403,0.545,0.352,1,"4","Dleu2"
"Tbca",0.00017429302904829,0.295777753702905,0.734,0.563,1,"4","Tbca"
"Ncoa61",0.000175503786184434,0.705605931776764,0.305,0.172,1,"4","Ncoa6"
"Efna51",0.000177424324666575,0.849661782657342,0.313,0.161,1,"4","Efna5"
"Rsl1d1",0.000179838298941513,0.384397178694621,0.409,0.283,1,"4","Rsl1d1"
"Epc11",0.000180557761801545,0.426895703308854,0.318,0.207,1,"4","Epc1"
"4930402H24Rik",0.000188711501083683,1.16485643329048,0.286,0.125,1,"4","4930402H24Rik"
"Wdr33",0.000189085047756537,0.487109684753173,0.421,0.279,1,"4","Wdr33"
"Btbd81",0.000189285240646561,0.573528726581654,0.344,0.211,1,"4","Btbd8"
"BC0055611",0.000192229389055844,0.499832787398862,0.433,0.28,1,"4","BC005561"
"Tfg",0.000192368690056232,0.625205209827316,0.313,0.192,1,"4","Tfg"
"Mrps261",0.000192757068025216,0.557302172406026,0.373,0.235,1,"4","Mrps26"
"Cdk14",0.000193673302856626,1.0889237480382,0.266,0.125,1,"4","Cdk14"
"Pfdn21",0.000194496984806002,0.314549756468037,0.663,0.457,1,"4","Pfdn2"
"Xpo11",0.000195777356631986,0.823143082608425,0.421,0.233,1,"4","Xpo1"
"Fbxw2",0.000196899728941217,0.580803810961773,0.372,0.223,1,"4","Fbxw2"
"Brd81",0.000197763161619943,0.813685849989903,0.54,0.301,1,"4","Brd8"
"Erp291",0.000198820313842074,0.363585073449359,0.698,0.471,1,"4","Erp29"
"Mrps10",0.000205206303957907,0.753882269578098,0.265,0.145,1,"4","Mrps10"
"Phf20l1",0.000207221591162135,0.454750228161959,0.5,0.332,1,"4","Phf20l1"
"Igsf31",0.000209083816737149,0.771047871866209,0.264,0.143,1,"4","Igsf3"
"Rc3h1",0.0002122582842285,0.700034921143156,0.407,0.233,1,"4","Rc3h1"
"Frg11",0.000212280295927794,0.340399433132345,0.45,0.306,1,"4","Frg1"
"Psmd121",0.000214254244831218,0.393296230670086,0.582,0.409,1,"4","Psmd12"
"U2af1",0.000214755651268375,0.26629925828737,0.49,0.371,1,"4","U2af1"
"Arl4a1",0.00021488745866173,0.434648904376131,0.433,0.289,1,"4","Arl4a"
"Dgcr61",0.000215280931158265,0.971844531943365,0.396,0.197,1,"4","Dgcr6"
"Rbm25",0.000215408302553134,0.337411937360579,0.811,0.641,1,"4","Rbm25"
"Dtx31",0.000216368046023943,0.589957929047712,0.313,0.187,1,"4","Dtx3"
"C2cd31",0.000217624174881106,0.746350037497833,0.254,0.141,1,"4","C2cd3"
"Nkapd11",0.000219658432717569,0.732804126288246,0.287,0.162,1,"4","Nkapd1"
"Zmiz2",0.000221312012899313,0.871774980034338,0.277,0.135,1,"4","Zmiz2"
"Dnm11",0.000224056748615813,0.483329136120117,0.307,0.184,1,"4","Dnm1"
"Madd1",0.000225353283317287,0.833040959023706,0.408,0.216,1,"4","Madd"
"Zzef1",0.000227632334661961,0.88091139118752,0.314,0.167,1,"4","Zzef1"
"Slf11",0.000229124175075034,0.441569377798523,0.301,0.196,1,"4","Slf1"
"Rab1a1",0.000232727647461541,0.384583776054237,0.559,0.395,1,"4","Rab1a"
"Scn3b1",0.000235025768700146,0.554138428186772,0.304,0.173,1,"4","Scn3b"
"Papola1",0.000237472312134672,0.321054898451293,0.562,0.405,1,"4","Papola"
"Rere",0.000239896868391277,0.65224202311871,0.383,0.227,1,"4","Rere"
"Rassf42",0.00024184631368407,0.495411288725298,0.367,0.221,1,"4","Rassf4"
"Rbpj1",0.000244949843750044,0.47139764491545,0.433,0.259,1,"4","Rbpj"
"Grsf11",0.000253337933822525,0.3412831514607,0.45,0.292,1,"4","Grsf1"
"Ice11",0.000254219518798111,0.958949069186276,0.33,0.163,1,"4","Ice1"
"Smg61",0.000254939092748936,0.402748272907959,0.38,0.259,1,"4","Smg6"
"1110059G10Rik",0.000256182116641063,0.673476671872272,0.291,0.164,1,"4","1110059G10Rik"
"Ikzf51",0.000258250935390071,0.889268803704645,0.332,0.167,1,"4","Ikzf5"
"Slc25a461",0.000261029262317112,0.780897672589997,0.299,0.16,1,"4","Slc25a46"
"Kat6a1",0.00026392726878848,0.318275757881996,0.605,0.406,1,"4","Kat6a"
"Rbm171",0.000266863158925039,0.590677306740693,0.413,0.254,1,"4","Rbm17"
"Apbb21",0.000267862146284005,0.521138312560983,0.275,0.157,1,"4","Apbb2"
"Agtpbp11",0.000269556252048274,0.3654054111968,0.485,0.291,1,"4","Agtpbp1"
"Pcgf2",0.000271946662372472,1.63848582959831,0.261,0.088,1,"4","Pcgf2"
"Ss18",0.000274317678051617,0.709061343680724,0.313,0.176,1,"4","Ss18"
"Csnk1g1",0.000278486620930067,0.875511265823321,0.283,0.145,1,"4","Csnk1g1"
"Mtpn",0.000278722935600658,0.528881990582685,0.627,0.413,1,"4","Mtpn"
"Ndufb91",0.000279982050622842,0.265204586287967,0.912,0.819,1,"4","Ndufb9"
"Cmas",0.000284184008425977,0.687935999124318,0.299,0.168,1,"4","Cmas"
"Mark3",0.000285064980739906,0.654515172314978,0.396,0.234,1,"4","Mark3"
"Yrdc1",0.000286980347306442,0.73629232411589,0.301,0.169,1,"4","Yrdc"
"Mrpl21",0.000290873907278076,0.289038179467103,0.346,0.248,1,"4","Mrpl21"
"Gid8",0.000295472613238414,0.497860028072054,0.276,0.177,1,"4","Gid8"
"Tmem126a1",0.000296611020588243,0.421144131730179,0.358,0.243,1,"4","Tmem126a"
"Gm101381",0.000297373747642155,1.01722439619595,0.356,0.171,1,"4","Gm10138"
"Stard3nl1",0.00029891979660973,0.601748788927182,0.455,0.28,1,"4","Stard3nl"
"Mrpl142",0.000299043055993374,0.311375398837786,0.483,0.352,1,"4","Mrpl14"
"Pop7",0.000303781746256432,0.922751420690501,0.268,0.13,1,"4","Pop7"
"Avl91",0.000307617914024968,0.912693084437285,0.395,0.199,1,"4","Avl9"
"Slc22a171",0.000309149495442111,0.781441878280135,0.277,0.16,1,"4","Slc22a17"
"Galnt141",0.000314812514831144,0.787072997998264,0.288,0.155,1,"4","Galnt14"
"Diablo1",0.000315518041785121,0.825006404393589,0.345,0.184,1,"4","Diablo"
"8430429K09Rik1",0.000316259417782002,0.837128286538686,0.274,0.139,1,"4","8430429K09Rik"
"Gatad11",0.000337419165288661,0.632670689019863,0.455,0.277,1,"4","Gatad1"
"Atf7ip",0.00033839400903801,0.422006380673768,0.403,0.267,1,"4","Atf7ip"
"Poldip3",0.000338457240801098,0.599804208102585,0.323,0.196,1,"4","Poldip3"
"Dhrs1",0.000342082846721784,0.565609495800688,0.275,0.17,1,"4","Dhrs1"
"BC0311811",0.000344081791531986,0.30705107937357,0.734,0.534,1,"4","BC031181"
"Pak1ip11",0.000346087949206332,0.555447127456219,0.467,0.297,1,"4","Pak1ip1"
"Prpf4b1",0.00034633157966665,0.286148468232797,0.783,0.631,1,"4","Prpf4b"
"Gas2l11",0.000346349388305244,0.369622703300058,0.271,0.183,1,"4","Gas2l1"
"Fam76b1",0.000348581803770645,0.897304202974527,0.421,0.219,1,"4","Fam76b"
"Rpgrip1l1",0.000351358541756451,0.613826262849051,0.371,0.208,1,"4","Rpgrip1l"
"Copa1",0.000352140400485718,0.570619696018829,0.557,0.357,1,"4","Copa"
"Nat141",0.000366004212328206,0.279592860456257,0.382,0.231,1,"4","Nat14"
"Poc51",0.000378424413414858,1.36730503764364,0.305,0.122,1,"4","Poc5"
"Lage31",0.000385970237640936,0.433808080926897,0.327,0.221,1,"4","Lage3"
"Rnf8",0.000387637394069534,1.01078004647312,0.309,0.147,1,"4","Rnf8"
"Elf2",0.000391313722191356,0.327610901704332,0.389,0.269,1,"4","Elf2"
"Dars",0.000396275791635003,0.793922987885168,0.309,0.168,1,"4","Dars"
"Zfp445",0.000402744652526507,0.409471038229643,0.324,0.215,1,"4","Zfp445"
"Naxd",0.000409553772025948,0.615815328177295,0.468,0.29,1,"4","Naxd"
"Chd8",0.000410177537525686,0.477252760198303,0.348,0.228,1,"4","Chd8"
"Mrpl571",0.000422304061232296,0.295352270542036,0.519,0.378,1,"4","Mrpl57"
"Fbxo22",0.000422825552956287,1.0112487118989,0.315,0.149,1,"4","Fbxo22"
"Sephs2",0.000423689630473482,0.984668240269633,0.262,0.124,1,"4","Sephs2"
"Pin1",0.000426683621493166,0.481593127490232,0.341,0.223,1,"4","Pin1"
"Cask1",0.000428671486709813,0.828055395799726,0.289,0.157,1,"4","Cask"
"Pmvk",0.000429584443040749,0.774047567549211,0.267,0.142,1,"4","Pmvk"
"Dzip1l1",0.000431755454200317,0.761304633895609,0.417,0.225,1,"4","Dzip1l"
"Jmjd61",0.000434909093854304,0.52531617648374,0.254,0.159,1,"4","Jmjd6"
"Pcdh71",0.000438926796713102,0.985380328058112,0.357,0.22,1,"4","Pcdh7"
"Fkbp81",0.000455460604339498,0.285632392342618,0.444,0.32,1,"4","Fkbp8"
"U2af1l41",0.000455633493665684,0.4782880274865,0.267,0.177,1,"4","U2af1l4"
"Ap2b1",0.000461721260203854,0.56951101752586,0.433,0.275,1,"4","Ap2b1"
"Csnk1d",0.000462129509561634,0.559275323413669,0.276,0.173,1,"4","Csnk1d"
"Atxn2",0.000466683893505429,0.647446994198426,0.366,0.224,1,"4","Atxn2"
"Snrpa1",0.000471965766239027,0.585624060425131,0.305,0.184,1,"4","Snrpa1"
"Tmem1671",0.000472675935803248,0.343803279667176,0.558,0.398,1,"4","Tmem167"
"Ccdc251",0.000473845257124313,0.482323628181356,0.351,0.227,1,"4","Ccdc25"
"Zfand31",0.000475893341053681,0.471131198707771,0.32,0.202,1,"4","Zfand3"
"Odf2l1",0.000491755265816911,0.576087657870431,0.388,0.229,1,"4","Odf2l"
"Lrrc8d1",0.000507020385590825,0.544345225835444,0.334,0.215,1,"4","Lrrc8d"
"Ube2i",0.000511718787477316,0.382774164253297,0.514,0.361,1,"4","Ube2i"
"Ccnt2",0.000513809931319722,0.712395970118,0.302,0.172,1,"4","Ccnt2"
"Scaf81",0.000516352053360701,0.541826981222869,0.307,0.194,1,"4","Scaf8"
"Ndufb81",0.000521001010183655,0.345122032820334,0.871,0.716,1,"4","Ndufb8"
"Wipi2",0.00052245715046193,0.790213671343053,0.264,0.142,1,"4","Wipi2"
"Znrd21",0.000523595176470197,0.65165877139794,0.318,0.19,1,"4","Znrd2"
"Ptpn132",0.000531147770421203,0.994243458640984,0.325,0.171,1,"4","Ptpn13"
"Ip6k1",0.000533090093804863,0.661970650684234,0.278,0.16,1,"4","Ip6k1"
"Zmat21",0.00054991313340135,0.516865627279667,0.614,0.409,1,"4","Zmat2"
"Smim20",0.00055262125627878,0.512234952935964,0.265,0.165,1,"4","Smim20"
"Rock11",0.000553030432788602,0.311169750935958,0.806,0.649,1,"4","Rock1"
"Ccdc1911",0.000558339600641379,0.817660375911825,0.345,0.18,1,"4","Ccdc191"
"Fbxo281",0.000559987464806763,0.888050816970812,0.279,0.141,1,"4","Fbxo28"
"Psmd72",0.000561663490128687,0.336963689181828,0.599,0.43,1,"4","Psmd7"
"Ran",0.000561966550626238,0.287685561018922,0.727,0.536,1,"4","Ran"
"Lsm11",0.000562274303454417,0.73287076054752,0.34,0.188,1,"4","Lsm1"
"Osbp",0.000572091771348432,0.645542561076706,0.334,0.197,1,"4","Osbp"
"Bub3",0.000575291370803878,0.339622518628577,0.339,0.233,1,"4","Bub3"
"Vbp11",0.000577348467548897,0.808059635984385,0.51,0.274,1,"4","Vbp1"
"Cluap11",0.000577358845253926,0.716603406457712,0.294,0.164,1,"4","Cluap1"
"2810004N23Rik",0.000585995028156557,0.618359117041379,0.283,0.164,1,"4","2810004N23Rik"
"Atp6v0d11",0.000588172699204832,0.65990778685059,0.508,0.307,1,"4","Atp6v0d1"
"Metap21",0.000611988552754448,0.301280477324806,0.652,0.489,1,"4","Metap2"
"Gpbp1",0.00061943889386277,0.43386733067735,0.535,0.359,1,"4","Gpbp1"
"Cdc5l1",0.000621599780131621,0.366776700221082,0.493,0.34,1,"4","Cdc5l"
"Camk2d1",0.000624896332219668,0.476638010898859,0.693,0.421,1,"4","Camk2d"
"Zfp330",0.000626993944359177,0.528647317648505,0.252,0.16,1,"4","Zfp330"
"Golgb11",0.000638939582758049,0.393762011835316,0.652,0.463,1,"4","Golgb1"
"Rbm51",0.000639353320570646,0.437880834912577,0.564,0.386,1,"4","Rbm5"
"Thumpd11",0.000642413044634021,0.925559424446076,0.324,0.162,1,"4","Thumpd1"
"Ube2e11",0.000645969120575661,0.481479181274068,0.52,0.354,1,"4","Ube2e1"
"Kpna3",0.000650978709663268,0.903272705820203,0.292,0.147,1,"4","Kpna3"
"Cct7",0.000653787535247706,0.370419763092207,0.558,0.402,1,"4","Cct7"
"Gsk3a1",0.000657710365117944,0.554738360875253,0.311,0.194,1,"4","Gsk3a"
"Commd61",0.000658768470772738,0.275773149538899,0.43,0.31,1,"4","Commd6"
"Gatad2b1",0.000660315416002667,0.392778898545718,0.359,0.244,1,"4","Gatad2b"
"Gmps1",0.000660486537410014,0.508289550383243,0.32,0.205,1,"4","Gmps"
"Memo11",0.000663496930824884,0.755350415303791,0.306,0.177,1,"4","Memo1"
"Gabbr21",0.000671539865130348,0.829321612641119,0.303,0.165,1,"4","Gabbr2"
"Psmd141",0.000673999772495054,0.45759821641212,0.464,0.309,1,"4","Psmd14"
"Cir1",0.000685789975092373,0.373804751690193,0.453,0.312,1,"4","Cir1"
"Epc2",0.00068767218745801,0.630153910519518,0.416,0.251,1,"4","Epc2"
"Adprh1",0.000689769201681119,0.319622142468008,0.32,0.218,1,"4","Adprh"
"Siah1a",0.00069250569105342,0.862696457054988,0.265,0.133,1,"4","Siah1a"
"Mrps18c",0.00069434504528959,0.394770924956345,0.427,0.297,1,"4","Mrps18c"
"Parg1",0.000695592982748401,0.685592437176311,0.296,0.166,1,"4","Parg"
"Cdc42se21",0.000713826718447489,0.584061189248235,0.324,0.183,1,"4","Cdc42se2"
"Tmem178b1",0.000722736396089268,0.396972251754654,0.285,0.186,1,"4","Tmem178b"
"Plekha1",0.000733023628173095,0.692108000956434,0.279,0.159,1,"4","Plekha1"
"Chordc11",0.000737819141447905,0.738938180556039,0.416,0.239,1,"4","Chordc1"
"Ccdc911",0.000739129614967197,0.829549967132368,0.282,0.147,1,"4","Ccdc91"
"Rpap31",0.000740003552650948,0.728444069156106,0.265,0.148,1,"4","Rpap3"
"Nrp11",0.000740106501182941,0.425357084024932,0.286,0.174,1,"4","Nrp1"
"Cdkl41",0.000751642589700489,0.577287205432394,0.339,0.2,1,"4","Cdkl4"
"Ube2j2",0.000752971279053916,0.611628078512912,0.312,0.187,1,"4","Ube2j2"
"Zfp280d1",0.000754370977106281,0.896610260804654,0.396,0.205,1,"4","Zfp280d"
"Atp6v0e21",0.000764885334452531,1.07978908728312,0.293,0.131,1,"4","Atp6v0e2"
"Nop561",0.000768491040735695,0.333646522950484,0.394,0.275,1,"4","Nop56"
"2310039H08Rik",0.000769371967421745,0.733017076908286,0.298,0.172,1,"4","2310039H08Rik"
"Trappc101",0.000773660746740327,0.482848094699979,0.37,0.243,1,"4","Trappc10"
"Ylpm11",0.000811288515465538,0.730199431886652,0.385,0.221,1,"4","Ylpm1"
"Zmym2",0.00082755700070113,1.04322303635629,0.356,0.165,1,"4","Zmym2"
"Xpr11",0.000830992633777194,0.261561743060654,0.408,0.285,1,"4","Xpr1"
"Mkrn1",0.000846625654108676,0.510542155752552,0.47,0.296,1,"4","Mkrn1"
"Phf201",0.000859215250114152,0.654196655245964,0.308,0.183,1,"4","Phf20"
"Usp34",0.00086307194135246,0.397850996921955,0.589,0.416,1,"4","Usp34"
"Smap11",0.000865457100068555,0.326361808297588,0.606,0.448,1,"4","Smap1"
"Mllt101",0.000880816966972395,0.402833215956721,0.36,0.244,1,"4","Mllt10"
"Mak16",0.000888429586352248,0.340020958580491,0.258,0.173,1,"4","Mak16"
"Ap1g11",0.000890327990754234,0.440001689338052,0.334,0.221,1,"4","Ap1g1"
"Drg11",0.000902080355927285,0.623643835959009,0.292,0.178,1,"4","Drg1"
"Vamp7",0.000912132975632727,0.835108035463515,0.26,0.138,1,"4","Vamp7"
"Ubald21",0.00091657997624846,0.70892620866635,0.549,0.323,1,"4","Ubald2"
"Mphosph10",0.000919892159553565,0.309196600306683,0.259,0.182,1,"4","Mphosph10"
"BC0510771",0.000932036187268784,0.547185139628156,0.338,0.187,1,"4","BC051077"
"Psmd41",0.000940702669077163,0.25309423774522,0.661,0.505,1,"4","Psmd4"
"Rabgap1",0.000951800958986807,0.766464130902211,0.314,0.169,1,"4","Rabgap1"
"Abca51",0.000956584962433541,0.309973919042798,0.418,0.257,1,"4","Abca5"
"Gde11",0.000958812731162613,0.259633481180388,0.415,0.31,1,"4","Gde1"
"Setx",0.00097032211317284,0.647064070629033,0.283,0.158,1,"4","Setx"
"Nemf1",0.000978132646985592,0.443979784983852,0.406,0.268,1,"4","Nemf"
"Eif1ad1",0.00099780730951691,0.803236933838093,0.34,0.186,1,"4","Eif1ad"
"Ciao2b",0.00100572602063014,0.532669728599535,0.326,0.2,1,"4","Ciao2b"
"Ift271",0.00101607539226146,0.956120462174124,0.427,0.212,1,"4","Ift27"
"Dhx151",0.00102505645088621,0.435870509717221,0.461,0.316,1,"4","Dhx15"
"AI413582",0.00102837394775695,0.924488349115808,0.319,0.161,1,"4","AI413582"
"Maz",0.00103954837210882,1.06359699102176,0.346,0.156,1,"4","Maz"
"Smad1",0.00104425027628956,0.619823608966818,0.263,0.154,1,"4","Smad1"
"Chuk1",0.00104732596633727,0.782852297150421,0.326,0.182,1,"4","Chuk"
