"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","tissue"
"Tbcel",0.734950553137058,-0.0793561394755888,0.667,0.667,1,"Tbcel","LNG"
"Zbtb4",0.734950553137058,-0.0793561394755888,0.667,0.667,1,"Zbtb4","LNG"
"2610021A01Rik",0.735009588834821,-0.274050380653196,0.333,0.667,1,"2610021A01Rik","LNG"
"Atp13a1",0.735009588834821,-0.274050380653196,0.333,0.667,1,"Atp13a1","LNG"
"Gm6133",0.735009588834821,-0.274050380653196,0.333,0.667,1,"Gm6133","LNG"
"Sgms1",0.735009588834821,-0.274050380653196,0.333,0.667,1,"Sgms1","LNG"
"Erh",0.735146432758443,-0.138390872465646,0.667,0.667,1,"Erh","LNG"
"Pebp1",0.735150216973008,-0.0689700345009406,1,1,1,"Pebp1","LNG"
"Trrap",0.735166412800735,-0.0381410266932887,1,0.667,1,"Trrap","LNG"
"Mir17hg",0.735263418096543,-0.230428878348298,0.333,1,1,"Mir17hg","LNG"
"A430093F15Rik",0.735263418096543,-0.230428878348298,0.333,1,1,"A430093F15Rik","LNG"
"Mrpl2",0.735685995838334,-0.103763112687955,0.667,0.667,1,"Mrpl2","LNG"
"Vapa",0.735828588969211,-0.174708392095298,1,1,1,"Vapa","LNG"
"Dda1",0.735889719062776,0.268136842914745,0.667,0.667,1,"Dda1","LNG"
"Hint2",0.735912362504949,-0.250698818669706,0.667,1,1,"Hint2","LNG"
"Cd37",0.736930666183218,-0.021643699901611,1,1,1,"Cd37","LNG"
"C030034L19Rik",0.737089968656643,-0.197120103764863,0.333,0.667,1,"C030034L19Rik","LNG"
"Zcchc4",0.737089968656643,-0.197120103764863,0.333,0.667,1,"Zcchc4","LNG"
"Pcnx",0.737089968656643,-0.197120103764863,0.333,0.667,1,"Pcnx","LNG"
"Ccdc167",0.737089968656643,-0.197120103764863,0.333,0.667,1,"Ccdc167","LNG"
"Shoc2",0.737164889476272,0.358888786921595,1,0.667,1,"Shoc2","LNG"
"Nln",0.737434965010362,0.135441989706379,1,1,1,"Nln","LNG"
"Dlg1",0.737466226681314,0.36019074939436,0.667,0.333,1,"Dlg1","LNG"
"Gramd4",0.737963581951526,0.310214852758061,0.333,0.667,1,"Gramd4","LNG"
"Rbx1",0.737966241398433,-0.0357396952780116,1,1,1,"Rbx1","LNG"
"Smad4",0.738097210102946,0.382619814649214,1,0.667,1,"Smad4","LNG"
"Gsr",0.73814174675391,0.200674340928993,0.667,1,1,"Gsr","LNG"
"Gstcd",0.738247501718938,0.284305243279474,0.667,0.333,1,"Gstcd","LNG"
"Twsg1",0.738247501718938,0.284305243279474,0.667,0.333,1,"Twsg1","LNG"
"Sec22a",0.738282467648825,0.189635011767529,0.667,1,1,"Sec22a","LNG"
"Plcg1",0.738363575383804,-0.200225483068694,0.667,1,1,"Plcg1","LNG"
"Lrrc47",0.738442198385148,-0.221361453095954,0.333,1,1,"Lrrc47","LNG"
"Zfp157",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Zfp157","LNG"
"Fancl",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Fancl","LNG"
"Vcpkmt",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Vcpkmt","LNG"
"Mettl17",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Mettl17","LNG"
"Ly6k",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Ly6k","LNG"
"Serhl",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Serhl","LNG"
"Slc37a1",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Slc37a1","LNG"
"Pbx2",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Pbx2","LNG"
"Cep55",0.738499944704509,-0.232272530382848,0.333,0.667,1,"Cep55","LNG"
"Ccdc127",0.738574353230665,-0.216079137333608,0.667,0.667,1,"Ccdc127","LNG"
"Cep70",0.738625101425426,0.247150544991267,0.667,0.667,1,"Cep70","LNG"
"Ppp2r5e",0.738854235597671,-0.169150302870597,0.667,1,1,"Ppp2r5e","LNG"
"Sdhaf4",0.73909074042619,0.392931799015389,1,0.667,1,"Sdhaf4","LNG"
"Zfp395",0.739632313387989,0.240587860529573,1,1,1,"Zfp395","LNG"
"Eed",0.739672045165068,0.353880893812717,1,0.667,1,"Eed","LNG"
"Zdhhc20",0.739761773054591,-0.114884175355385,1,1,1,"Zdhhc20","LNG"
"Mrpl22",0.739940503603357,-0.0814907368687924,1,0.667,1,"Mrpl22","LNG"
"Tor1aip1",0.740042442421445,-0.124918728159526,1,1,1,"Tor1aip1","LNG"
"Mrpl39",0.74007181210204,-0.212496432558924,0.333,0.667,1,"Mrpl39","LNG"
"Actr1b",0.740085950403585,0.212036875167015,0.333,1,1,"Actr1b","LNG"
"Rnh1",0.740499611549584,0.351631565882387,0.667,1,1,"Rnh1","LNG"
"Apobec3",0.740567588461322,-0.0696665863528871,1,1,1,"Apobec3","LNG"
"St6gal1",0.740688322677693,0.29273625322798,0.333,0.667,1,"St6gal1","LNG"
"Map2k4",0.740727947697142,-0.281856105315211,0.667,1,1,"Map2k4","LNG"
"Gpatch4",0.740992314615667,-0.171205012267013,0.667,1,1,"Gpatch4","LNG"
"Ube2d3",0.741270060100932,0.203198463347668,1,1,1,"Ube2d3","LNG"
"Tor1a",0.741398328727853,-0.124086674792731,1,1,1,"Tor1a","LNG"
"Slc25a51",0.7419081396262,0.278108381363947,0.667,0.667,1,"Slc25a51","LNG"
"Casc3",0.741926921835605,-0.132355881865243,0.333,0.667,1,"Casc3","LNG"
"Llph",0.74196614859894,0.174849267233583,1,1,1,"Llph","LNG"
"Paf1",0.742173842803595,0.256853664910317,0.667,0.667,1,"Paf1","LNG"
"Nkiras1",0.742173842803595,0.256853664910317,0.667,0.667,1,"Nkiras1","LNG"
"Phpt1",0.742368999389929,-0.239700259974364,0.333,0.667,1,"Phpt1","LNG"
"Cstf2t",0.742902326305509,0.249791113697393,0.667,0.333,1,"Cstf2t","LNG"
"Malat1",0.742986823816816,0.053906896329238,1,1,1,"Malat1","LNG"
"Xpo5",0.743058345280905,-0.117298623070076,0.333,0.333,1,"Xpo5","LNG"
"Rtraf",0.74325913045985,0.245797204089417,1,1,1,"Rtraf","LNG"
"Jade2",0.743339942438535,0.147676681992362,0.667,1,1,"Jade2","LNG"
"Uba2",0.743457269229596,-0.204507085108186,1,1,1,"Uba2","LNG"
"Gstt2",0.743489072074076,-0.0793002751863954,0.333,0.667,1,"Gstt2","LNG"
"Man1a",0.743512718209836,-0.221011321965702,0.667,1,1,"Man1a","LNG"
"1810030O07Rik",0.743723567841229,0.246944475921733,1,1,1,"1810030O07Rik","LNG"
"Prpsap1",0.743797394802599,-0.12205672363095,0.667,0.667,1,"Prpsap1","LNG"
"Zgpat",0.744113689728935,-0.180521564105359,0.667,1,1,"Zgpat","LNG"
"Tor1aip2",0.744338873316364,0.263362740774804,0.333,0.333,1,"Tor1aip2","LNG"
"2810402E24Rik",0.744338873316364,0.263362740774804,0.333,0.333,1,"2810402E24Rik","LNG"
"Gps1",0.744400220636665,-0.22289200107017,0.667,0.667,1,"Gps1","LNG"
"Pmm2",0.744400309254073,-0.0873738401938733,0.667,0.667,1,"Pmm2","LNG"
"Cmc2",0.744708124805029,0.199204467896637,1,1,1,"Cmc2","LNG"
"Slc25a17",0.744903647312807,-0.203689813858494,1,0.667,1,"Slc25a17","LNG"
"Nfkbib",0.745060785835919,-0.192111206942978,0.333,0.667,1,"Nfkbib","LNG"
"Tmem106b",0.74509769748312,0.466259493568208,0.667,0.333,1,"Tmem106b","LNG"
"Fam117b",0.745268094234117,0.173310666341186,0.667,1,1,"Fam117b","LNG"
"Mef2a",0.745288926569412,-0.0325512057335531,1,0.667,1,"Mef2a","LNG"
"Ube2z",0.745380934567031,0.071611419388603,0.667,0.667,1,"Ube2z","LNG"
"Rps19bp1",0.745388328452069,0.259216682173754,1,1,1,"Rps19bp1","LNG"
"Wbp11",0.745569806349092,-0.185497919799748,0.667,1,1,"Wbp11","LNG"
"Dclre1b",0.745613911603901,0.119978725535687,0.667,0.333,1,"Dclre1b","LNG"
"Ick",0.745613911603901,0.119978725535687,0.667,0.333,1,"Ick","LNG"
"Mrps24",0.745665324089252,0.311788539169752,1,1,1,"Mrps24","LNG"
"Gtf2h4",0.745793697052045,0.314616700218372,0.667,0.667,1,"Gtf2h4","LNG"
"Stk10",0.745816277703906,-0.0777285390362925,1,1,1,"Stk10","LNG"
"Becn1",0.745820109515388,-0.11394064196993,0.667,1,1,"Becn1","LNG"
"Cbwd1",0.745834212668627,-0.20153453640194,0.667,1,1,"Cbwd1","LNG"
"Fut8",0.746045365789381,-0.215420717208651,0.667,1,1,"Fut8","LNG"
"Denr",0.746360465333917,-0.00245163474013355,1,1,1,"Denr","LNG"
"Hmgcr",0.746478948114342,0.28342714134029,0.667,1,1,"Hmgcr","LNG"
"Pa2g4",0.746644991472724,-0.150770854443889,1,1,1,"Pa2g4","LNG"
"Naa16",0.746777411626656,-0.22908607087578,0.333,1,1,"Naa16","LNG"
"CAAA01118383.1",0.746800014981484,-0.158273159797329,0.333,0.667,1,"CAAA01118383.1","LNG"
"Ascc2",0.747422608007375,0.269293936087767,0.667,0.667,1,"Ascc2","LNG"
"Ganab",0.747422608007375,0.269293936087767,0.667,0.667,1,"Ganab","LNG"
"Ptpn4",0.747470275560075,-0.102554323956223,0.667,0.667,1,"Ptpn4","LNG"
"Atrx",0.747539337501183,0.172576945166856,1,1,1,"Atrx","LNG"
"Trim33",0.747636699394221,0.370594411301162,1,1,1,"Trim33","LNG"
"Xpo1",0.748004997177329,-0.170930173427854,1,1,1,"Xpo1","LNG"
"Rad23b",0.748108742991104,0.341976808247312,1,1,1,"Rad23b","LNG"
"Bcap29",0.748347117067631,-0.154210100280659,1,1,1,"Bcap29","LNG"
"Asap1",0.748520611311811,-0.238924160086408,1,1,1,"Asap1","LNG"
"Tagap",0.74862530263149,-0.249317260657304,0.667,1,1,"Tagap","LNG"
"Araf",0.749419898128807,-0.16761015894714,0.667,1,1,"Araf","LNG"
"AI506816",0.749880836664146,-0.260251518378229,0.667,1,1,"AI506816","LNG"
"Errfi1",0.74990935660034,0.45416638733684,0.333,0.667,1,"Errfi1","LNG"
"Asf1b",0.749937700040171,-0.242799781584269,0.333,0.667,1,"Asf1b","LNG"
"Zdhhc6",0.749937700040171,-0.242799781584269,0.333,0.667,1,"Zdhhc6","LNG"
"Ciapin1",0.750067842522956,0.224427378448701,0.667,1,1,"Ciapin1","LNG"
"Arl4a",0.750109243787181,0.202956384281895,1,1,1,"Arl4a","LNG"
"Pink1",0.750129300690483,-0.251048807341794,1,1,1,"Pink1","LNG"
"Gnpda2",0.750230585195538,-0.131171748471024,0.667,1,1,"Gnpda2","LNG"
"Hint3",0.750568257617713,-0.140176055617346,1,1,1,"Hint3","LNG"
"Mrpl23",0.750627868680565,-0.10850633000628,1,1,1,"Mrpl23","LNG"
"Brms1",0.750634928504025,0.338208009184053,1,0.667,1,"Brms1","LNG"
"Prpf18",0.751028093037293,-0.0903794607998887,0.333,0.667,1,"Prpf18","LNG"
"Slc25a40",0.751028093037293,-0.0903794607998887,0.333,0.667,1,"Slc25a40","LNG"
"Ada",0.751029570576077,-0.207071306534199,0.667,1,1,"Ada","LNG"
"Utp15",0.751029570576077,-0.207071306534199,0.667,1,1,"Utp15","LNG"
"Strap",0.75129844149724,-0.076947019336985,0.667,1,1,"Strap","LNG"
"Nfatc1",0.751371483848753,-0.0493030160012828,1,1,1,"Nfatc1","LNG"
"Zc3h12a",0.751445014390843,-0.163968208888839,0.333,0.333,1,"Zc3h12a","LNG"
"Dhx8",0.751509924605653,0.244285089228508,1,0.667,1,"Dhx8","LNG"
"Eif4g2",0.751718465153283,0.16079366369192,1,1,1,"Eif4g2","LNG"
"Rpn2",0.75189676106132,0.279690039359667,1,1,1,"Rpn2","LNG"
"Tfe3",0.752005460939691,-0.200568081608419,0.333,0.667,1,"Tfe3","LNG"
"Ago1",0.752464666161699,-0.129397707532128,0.667,0.667,1,"Ago1","LNG"
"Baz1b",0.752491718437014,-0.122374959289434,1,1,1,"Baz1b","LNG"
"Idi1",0.752538046515545,-0.0806012205143982,0.667,1,1,"Idi1","LNG"
"Pja2",0.752609306706383,-0.12520808221853,0.667,1,1,"Pja2","LNG"
"Ripor1",0.752619282637444,-0.121340140632635,0.333,0.667,1,"Ripor1","LNG"
"Mboat7",0.752870551561334,0.115345009399962,0.667,0.667,1,"Mboat7","LNG"
"Slc35a5",0.752870551561334,0.115345009399962,0.667,0.667,1,"Slc35a5","LNG"
"Eif1ax",0.752911857727613,-0.156616135991565,1,1,1,"Eif1ax","LNG"
"Lgals3bp",0.753122387554352,-0.156949751015757,1,1,1,"Lgals3bp","LNG"
"Ryk",0.753178127803946,0.284502139650089,0.667,0.333,1,"Ryk","LNG"
"Rbms2",0.753178127803946,0.284502139650089,0.667,0.333,1,"Rbms2","LNG"
"Thoc6",0.753178127803946,0.284502139650089,0.667,0.333,1,"Thoc6","LNG"
"Snhg12",0.753269225571761,-0.0849628493555273,1,1,1,"Snhg12","LNG"
"Zmym2",0.753379094801457,0.108527113118299,0.667,1,1,"Zmym2","LNG"
"Ikzf5",0.753449887670099,-0.228064425342546,0.333,1,1,"Ikzf5","LNG"
"Ist1",0.753861095078309,-0.0807029026426842,0.333,1,1,"Ist1","LNG"
"Smarcc2",0.753999139627675,-0.162180838076605,0.667,1,1,"Smarcc2","LNG"
"Tnpo3",0.75408406581503,-0.111494097778482,0.667,1,1,"Tnpo3","LNG"
"Ralgapa2",0.754122535158378,0.241872934364511,0.667,0.667,1,"Ralgapa2","LNG"
"Cdt1",0.754144122801187,-0.169352345410822,0.333,0.667,1,"Cdt1","LNG"
"Batf",0.754144122801187,-0.169352345410822,0.333,0.667,1,"Batf","LNG"
"Unc5cl",0.754144122801187,-0.169352345410822,0.333,0.667,1,"Unc5cl","LNG"
"Spty2d1",0.754202225900594,0.258894334343935,1,1,1,"Spty2d1","LNG"
"Ahr",0.754245399520408,-0.111485797326445,0.667,1,1,"Ahr","LNG"
"Snx15",0.754283513809729,-0.14899046670463,0.333,1,1,"Snx15","LNG"
"Capzb",0.754345552853101,-0.0909952267856202,1,1,1,"Capzb","LNG"
"Sec11c",0.754461445356597,-0.128811898359848,1,1,1,"Sec11c","LNG"
"Id3",0.754475875956339,-0.16711161742719,0.333,0.333,1,"Id3","LNG"
"Rpl3",0.754764104644314,0.0382205684204209,1,1,1,"Rpl3","LNG"
"Tomm7",0.754922186650272,0.116589375810395,1,1,1,"Tomm7","LNG"
"Rrp1",0.754991680346874,0.263425465684505,1,1,1,"Rrp1","LNG"
"Tmed7",0.755099303135623,0.235727159912638,0.667,0.667,1,"Tmed7","LNG"
"Akap8l",0.755228220157313,0.24388180578953,0.667,1,1,"Akap8l","LNG"
"Psmd6",0.755529162458589,0.142978373201601,1,1,1,"Psmd6","LNG"
"Csnk1e",0.755625296274803,0.249150772436195,0.333,0.333,1,"Csnk1e","LNG"
"Hira",0.755625296274803,0.249150772436195,0.333,0.333,1,"Hira","LNG"
"Lman2l",0.755707288363362,-0.130716078857199,0.333,0.667,1,"Lman2l","LNG"
"Ptger4",0.755743452453647,0.00182827955906689,1,0.667,1,"Ptger4","LNG"
"Cd52",0.755773023651907,0.154983582108963,1,1,1,"Cd52","LNG"
"Rabgap1",0.755792729400524,-0.115911143477211,0.667,0.667,1,"Rabgap1","LNG"
"Dicer1",0.755950489769636,0.347634348854175,1,0.667,1,"Dicer1","LNG"
"Gadd45b",0.756046844809934,0.204381436377265,1,1,1,"Gadd45b","LNG"
"Arap1",0.75639496796004,0.169090383365745,1,1,1,"Arap1","LNG"
"Naca",0.756487363313427,0.0135617051401797,1,1,1,"Naca","LNG"
"Arsb",0.756521466643918,0.24767296872976,0.333,0.667,1,"Arsb","LNG"
"Zfp68",0.756556366536146,0.256130833541456,0.667,0.667,1,"Zfp68","LNG"
"Rcn2",0.756556366536146,0.256130833541456,0.667,0.667,1,"Rcn2","LNG"
"Zadh2",0.757222428505484,-0.0896059894545101,0.333,1,1,"Zadh2","LNG"
"Sf3b6",0.757348611183696,-0.0988603775558655,1,1,1,"Sf3b6","LNG"
"Ier5",0.757455106227396,-0.119839254577209,1,1,1,"Ier5","LNG"
"Zcchc10",0.757670039075679,-0.150734728515058,1,1,1,"Zcchc10","LNG"
"Pank2",0.757753400160263,0.26035998705925,0.333,0.333,1,"Pank2","LNG"
"Blvrb",0.757753400160263,0.26035998705925,0.333,0.333,1,"Blvrb","LNG"
"8030462N17Rik",0.757753400160263,0.26035998705925,0.333,0.333,1,"8030462N17Rik","LNG"
"Setd7",0.757808651561814,0.30773928646382,0.667,0.333,1,"Setd7","LNG"
"Cs",0.758464046794195,-0.0331711919816737,1,1,1,"Cs","LNG"
"Trmt10a",0.758506719033391,0.363644256573087,0.667,0.333,1,"Trmt10a","LNG"
"Cltb",0.758552053525573,-0.125979307493546,1,1,1,"Cltb","LNG"
"Sh3bgrl3",0.758554248725176,0.0191592992435416,1,1,1,"Sh3bgrl3","LNG"
"Rnf26",0.758584918052248,0.19721068013306,0.333,0.667,1,"Rnf26","LNG"
"Rel",0.758672313756081,-0.230613027399463,1,0.667,1,"Rel","LNG"
"Ncoa3",0.758723235920473,-0.223217664147575,0.667,1,1,"Ncoa3","LNG"
"Fam98c",0.758900139289078,0.201914230027557,1,1,1,"Fam98c","LNG"
"Prf1",0.759025624524962,-0.0641723467670595,1,1,1,"Prf1","LNG"
"Pi4ka",0.759333328347045,0.337167247964213,0.667,0.667,1,"Pi4ka","LNG"
"Eml5",0.759336969069246,0.302382277986429,0.333,0.667,1,"Eml5","LNG"
"Psme1",0.759598902805591,-0.0533440879110518,1,1,1,"Psme1","LNG"
"Tmem123",0.759731269473511,-0.0659562729010383,1,1,1,"Tmem123","LNG"
"Sbf2",0.759857399008385,-0.176542424753359,0.333,1,1,"Sbf2","LNG"
"Ilrun",0.760150600332897,-0.161898756494151,0.667,1,1,"Ilrun","LNG"
"Cd2bp2",0.760209244962745,0.261706706830237,0.667,0.667,1,"Cd2bp2","LNG"
"Wls",0.760490834819641,-0.0675986479989352,0.667,1,1,"Wls","LNG"
"Mcm3ap",0.760511132337838,0.275540537935035,0.667,1,1,"Mcm3ap","LNG"
"9230114K14Rik",0.760571641637698,-0.2069858094158,0.333,0.333,1,"9230114K14Rik","LNG"
"Tmem218",0.760571641637698,-0.2069858094158,0.333,0.333,1,"Tmem218","LNG"
"Zbtb2",0.760571641637698,-0.2069858094158,0.333,0.333,1,"Zbtb2","LNG"
"Tmc8",0.760571641637698,-0.2069858094158,0.333,0.333,1,"Tmc8","LNG"
"Itgb5",0.760571641637698,-0.2069858094158,0.333,0.333,1,"Itgb5","LNG"
"Gcfc2",0.76062982208065,-0.198652993956859,0.333,0.667,1,"Gcfc2","LNG"
"Tbc1d10a",0.76062982208065,-0.198652993956859,0.333,0.667,1,"Tbc1d10a","LNG"
"Nrde2",0.76062982208065,-0.198652993956859,0.333,0.667,1,"Nrde2","LNG"
"Abhd10",0.76062982208065,-0.198652993956859,0.333,0.667,1,"Abhd10","LNG"
"Abcg1",0.76062982208065,-0.198652993956859,0.333,0.667,1,"Abcg1","LNG"
"Mrrf",0.761238568121285,-0.157504337182667,0.333,0.667,1,"Mrrf","LNG"
"Itfg1",0.761238568121285,-0.157504337182667,0.333,0.667,1,"Itfg1","LNG"
"Kars",0.761395139599245,0.144704928975031,1,0.667,1,"Kars","LNG"
"Utp14a",0.761413985273346,0.182319881722795,0.667,1,1,"Utp14a","LNG"
"Vasp",0.761437332666111,-0.0914347945271352,1,1,1,"Vasp","LNG"
"Ankrd13c",0.761751062717554,-0.166233262628961,0.667,0.667,1,"Ankrd13c","LNG"
"Dtx1",0.761791662327968,0.30351156726687,0.333,0.333,1,"Dtx1","LNG"
"Wfdc18",0.761814721567285,0.641586692349104,0.667,0.667,1,"Wfdc18","LNG"
"Clpp",0.761846168191377,0.259367116084457,1,1,1,"Clpp","LNG"
"Exosc4",0.761875024308395,0.0910261804588401,1,1,1,"Exosc4","LNG"
"Ucp2",0.762072428275763,0.129612359265413,1,1,1,"Ucp2","LNG"
"Il17re",0.762154221211474,0.161484865422192,0.667,1,1,"Il17re","LNG"
"Ssu72",0.762233887888955,0.243491160144731,1,1,1,"Ssu72","LNG"
"Tomm20",0.762272120418052,0.203163116971503,1,1,1,"Tomm20","LNG"
"Tbc1d15",0.762331313668377,-0.233482467079451,0.667,1,1,"Tbc1d15","LNG"
"Map2k6",0.762343953786484,-0.194458508564541,0.667,1,1,"Map2k6","LNG"
"Rad17",0.762489101618081,-0.174149345181889,0.667,1,1,"Rad17","LNG"
"Arid4b",0.762874448668408,0.276421769805975,1,1,1,"Arid4b","LNG"
"Ppp4r3a",0.762970777678697,0.160629316677435,1,1,1,"Ppp4r3a","LNG"
"Ifi27",0.763403662763097,0.245562064475686,1,1,1,"Ifi27","LNG"
"Arpc1a",0.763532741985863,-0.217808269292078,0.667,0.667,1,"Arpc1a","LNG"
"Zscan29",0.763682458975217,-0.0990960278528175,0.333,0.333,1,"Zscan29","LNG"
"Zfp930",0.763682458975217,-0.0990960278528175,0.333,0.333,1,"Zfp930","LNG"
"Rnf40",0.764077546907092,0.274644051438686,0.667,0.667,1,"Rnf40","LNG"
"Entpd5",0.76419530175258,0.245406334594564,0.667,0.667,1,"Entpd5","LNG"
"Brd7",0.764206428140589,-0.129834716560664,1,1,1,"Brd7","LNG"
"Mycbp2",0.764565393284419,0.173343531052514,1,1,1,"Mycbp2","LNG"
"Abhd12",0.764726799682046,0.299719000542163,0.667,0.667,1,"Abhd12","LNG"
"Kpnb1",0.764881816980869,-0.109808052295398,0.667,1,1,"Kpnb1","LNG"
"Mprip",0.765038530225919,-0.274677014432798,0.333,1,1,"Mprip","LNG"
"Cerkl",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Cerkl","LNG"
"Mllt11",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Mllt11","LNG"
"Vkorc1l1",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Vkorc1l1","LNG"
"Usp39",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Usp39","LNG"
"Uevld",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Uevld","LNG"
"Fam49a",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Fam49a","LNG"
"Smad5",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Smad5","LNG"
"Sh3pxd2a",0.765119891110427,-0.147108232631005,0.333,0.333,1,"Sh3pxd2a","LNG"
"Ppm1m",0.765161646315523,0.211395521386164,0.667,0.667,1,"Ppm1m","LNG"
"Naa80",0.765161646315523,0.211395521386164,0.667,0.667,1,"Naa80","LNG"
"Ankrd54",0.765161646315523,0.211395521386164,0.667,0.667,1,"Ankrd54","LNG"
"Fundc1",0.765161646315523,0.211395521386164,0.667,0.667,1,"Fundc1","LNG"
"Rnf138",0.765192392337396,0.235721455922317,1,1,1,"Rnf138","LNG"
"Atad1",0.765607802006995,-0.205866935005812,0.667,1,1,"Atad1","LNG"
"Tnks",0.766174213665257,0.427843037763659,0.333,0.333,1,"Tnks","LNG"
"Tysnd1",0.766197259790673,0.222254905287954,0.667,0.667,1,"Tysnd1","LNG"
"Rpp30",0.766223586917705,-0.136347501427616,0.333,1,1,"Rpp30","LNG"
"Cct2",0.76624197737392,0.188607607602263,1,1,1,"Cct2","LNG"
"Ndfip2",0.766349413031734,-0.0283333045040627,1,1,1,"Ndfip2","LNG"
"Ccl3",0.766819146274542,0.210763401404266,0.667,0.333,1,"Ccl3","LNG"
"Scd2",0.767202995980494,-0.261232728341517,1,1,1,"Scd2","LNG"
"Suco",0.767272492958148,-0.18964889981485,1,1,1,"Suco","LNG"
"Dpysl2",0.767646601171891,-0.193016286350302,0.667,1,1,"Dpysl2","LNG"
"Fhl2",0.767725182428794,0.175204421093525,0.667,1,1,"Fhl2","LNG"
"Setd1b",0.767947481049851,-0.170544535641931,0.667,1,1,"Setd1b","LNG"
"Trim59",0.768047294303835,0.262767835759021,0.667,0.667,1,"Trim59","LNG"
"Mknk2",0.768512667012533,0.327356950061319,1,0.667,1,"Mknk2","LNG"
"Vars",0.768517756643935,0.162705054419993,1,1,1,"Vars","LNG"
"Chaf1b",0.768912713672958,0.220719895132012,0.667,0.333,1,"Chaf1b","LNG"
"Cdc37",0.769233607871519,0.240149153839766,1,1,1,"Cdc37","LNG"
"Rpf2",0.769265951023185,-0.148127177528913,0.667,0.333,1,"Rpf2","LNG"
"Gm9887",0.769361990892681,0.124857393538362,0.333,0.667,1,"Gm9887","LNG"
"H2-Ab1",0.769445741197076,0.17467172673293,0.667,0.667,1,"H2-Ab1","LNG"
"Mppe1",0.769641253153763,-0.160060417284415,0.667,1,1,"Mppe1","LNG"
"Snhg6",0.76978866296279,-0.0582000374234785,1,0.667,1,"Snhg6","LNG"
"Fbrs",0.769846962280511,0.280069250126657,0.667,0.333,1,"Fbrs","LNG"
"Tdg",0.769846962280511,0.280069250126657,0.667,0.333,1,"Tdg","LNG"
"Chmp2b",0.769939245618968,-0.163778383010106,0.667,1,1,"Chmp2b","LNG"
"Ndufs8",0.769942783405422,-0.0951002584504417,1,0.667,1,"Ndufs8","LNG"
"Spice1",0.770063731524093,0.219269605492994,0.667,0.667,1,"Spice1","LNG"
"Galk1",0.770165732822294,-0.149065765519009,0.667,0.667,1,"Galk1","LNG"
"Dnajb2",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Dnajb2","LNG"
"Phactr4",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Phactr4","LNG"
"Usp12",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Usp12","LNG"
"Cep162",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Cep162","LNG"
"Uba7",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Uba7","LNG"
"Eml3",0.770373987718579,-0.0917234889773721,0.333,0.667,1,"Eml3","LNG"
"Ptges3",0.770457824434417,-0.00791271750241218,1,1,1,"Ptges3","LNG"
"Usp1",0.770661681901719,-0.0984244539662112,1,1,1,"Usp1","LNG"
"Ctsw",0.770848952877789,0.164702328449251,1,1,1,"Ctsw","LNG"
"Paics",0.770895149631166,-0.210998243660032,1,1,1,"Paics","LNG"
"Mapkbp1",0.7710165871403,0.23496870562151,0.333,0.333,1,"Mapkbp1","LNG"
"Nfib",0.7710165871403,0.23496870562151,0.333,0.333,1,"Nfib","LNG"
"Zfp933",0.7710165871403,0.23496870562151,0.333,0.333,1,"Zfp933","LNG"
"Alkbh2",0.7710165871403,0.23496870562151,0.333,0.333,1,"Alkbh2","LNG"
"Wdr91",0.7710165871403,0.23496870562151,0.333,0.333,1,"Wdr91","LNG"
"Zfp28",0.7710165871403,0.23496870562151,0.333,0.333,1,"Zfp28","LNG"
"4833412C05Rik",0.7710165871403,0.23496870562151,0.333,0.333,1,"4833412C05Rik","LNG"
"Polr3e",0.7710165871403,0.23496870562151,0.333,0.333,1,"Polr3e","LNG"
"Sbk1",0.7710165871403,0.23496870562151,0.333,0.333,1,"Sbk1","LNG"
"Cnep1r1",0.7710165871403,0.23496870562151,0.333,0.333,1,"Cnep1r1","LNG"
"Taf1c",0.7710165871403,0.23496870562151,0.333,0.333,1,"Taf1c","LNG"
"Wdr92",0.7710165871403,0.23496870562151,0.333,0.333,1,"Wdr92","LNG"
"Pdlim4",0.7710165871403,0.23496870562151,0.333,0.333,1,"Pdlim4","LNG"
"Pigl",0.7710165871403,0.23496870562151,0.333,0.333,1,"Pigl","LNG"
"Nat9",0.7710165871403,0.23496870562151,0.333,0.333,1,"Nat9","LNG"
